الحزن طول الوقت انعدام الرغبه في كل ما احب الشعور بكره نفسي اكتر من اي شي و رغبه في الابتعاد عن الكل و البقاء وحيده	['A', 'B', 'E']
السلام عليكم انا عندي مشكله بس في المدرسه عمري ١٦ سنه لما احكي مع المعلمه يتحول لون وجهي للأحمر واحس بأرتفاع درجة حرارتي وقلبي تزداد نبضاته انا ما احس بالخجل وإنما توتو شديد	['A', 'D']
وصف لي الطبيب ريفوتريل 2ملغ استخدمته لمدة شهرين ولم يخبرني الطبيب ان اقطع الدواء تدريجي بعدها باسبوع اصابني الم بمؤخرة الراس والرقبة وتشنج وشد باعصاب الراس والوجه وزغللة بالعيون فلم اعد ارى شيء وضعفت ذاكرتي ذهبت لطبيب وصف لي ليكسوبام 3ملغ حبتين باليوم ولكن لم استفد منه فماذا افعل ارشدوني	['B']
اعاني من حكة في كل جسمي،تعب وخمول واوجاع في الجسم،عسر اخراج الغازات،وانتفاخ في البطن،غثيان طول الوقت،إحساس بالحرارة قشعريرة،اعاني من بطانة الرحم وكآبة	['B']
عصبيه مستمره وصداع غير عادي وعدم استقرار نفسي وبكاء	['A', 'E']
هل يزول القلق النفسي والخوف لوحده مع الزمن ..دون علاج؟؟؟؟؟؟	['B']
ما هو افضل دواء لعلاج التوتر والقلق النفسي وللاسترخاء للشخص الذي يعاني من مشاكل نفسية	['B']
أشعر احياناً بشعور فائق بالسعادة او الفرح بدون سبب يذكر و هو شعور جميل جداً ولكن لايستمر الا لدقائق او ساعات يعني مدة قصيرة و احيانا اشعر بحزن واكتئاب ولم أجد تشخيص مناسب لحالتي فليست مطابقة لثنائي القطب حيث ان الهوس لا يستمر ؟ و الاكتئاب متقطع . وليست مطابقة للشخصية الحدية ايضاً..	['A']
شكرا الكم علی هذا الموقع الرائع .كم هي المدة حتی يبين فيها مفعول دواء deanxit لعلاج حالات الاكتئاب والذهان ؟	['B']
بعد غد لدي امتحان وطني سيحدد مسار حياتي الجامعية انا متفوقة ولكني اجد نفسي الان مرهقة جدا لي صداع لم احس به من قبل مع ضياع التركيز اغضب ابكي و احزن على اقل شي جسمي كله يولمني	['A', 'B']
أحس بفقدان التركيز كأنني أنسى معلومة أخبرتني بها في مدة قصيرة إن لم أركز في إلتقاطها والإحتفاظ بها بسبب أنشطتي الكثيرة أحس بالنوم وقت العمل إن سهرت كثيرا وتعبت في اليوم السابق أحس بالضغط والغضب بسرعة إن سمعت شجار أو نقاش حاد داخل الأسرة أو أحبطني شخص ما في إنجاز شيئ خططت له وقررت القيام به	['A']
منذ فترة الحجر الصحي إلى الآن أشعر بالتعاسة وعدم الفرح في الحياة و عدم الإفتخار بالشخصية	['A', 'B']
انطوائي الفطرى يجعلنى غير مرغوبة من الناس احيانا ودائما ما يشعرنى بالالم واضطر للبكاء في اوقات كثيرة وخاصة اهلى دائما يرونى انسانة غريبة ويتشاجرون معي كثيرا فأصبحت عصبية جدا	['B']
المشكلة انو بحس حالي ضايعة ، بفكر كثير ، عندي قلق واحياناً بحس اكتئاب وكثير من اعراض ازمة مقتبل العمر ، وعنجد مو عارف شو اعمل ، هل في طريقة ممكن دكتور ينصحني فيها او اشي معين اعملو ؟، ولازم اراجع طبيب بشكل شخصي بهاد الموضوع او لا ؟	['B']
كنت ادخن وفجأة شعرت بمضايقة في العروق في رقبتي وضيق في تنفس وعدم الشعور بنهاية اصابع يدي وكانها مخدرة عدت الى المنزل وزاد الشعور بضيق النفس مضى اليوم وتحسنت في اليوم التالي لكن عندما اخرج من المنزل اشعر بنفس الدوخة وتعب زرت طبيب وقام بفحصي وقال لي انني سليم لكن اعراض تزول في المنزل	['A']
فيني قلق وفيني ضيق وكارهه الناس مابي اشوف احد ولا اروح لأحد صايره أميل للعزله كثيير ولا هو ب إيدي وأبكي كثير وتراودني أفكار غريبه ماني طبيعيه أهلي مابي اشوفهم ولا اقعد معهم اذ	['A', 'E']
ماهو افضل علاج دوائي للاكتئاب وماهي اعراضه الجانبيه علما اني لا استطيع الذهاب لطبيب نفسي للعلاج	['B']
منذ ان كنت طفله الى سن ٢٢ وانا لدي مخاوف شديده من كل شي واشعر بالحزن الشديد والرغبه في البكا والتفكير المفرط في الانتحار وايذاء النفس ، وحتى وانا منعزله بنفسي تكون ضربات قلبي في ازدياد من شده التوتر والقلق ، ولما احد يكلمني يأتيني غضب ليس لدي رغبه للاكل والتهرب الى كثره النوم	['B']
هل الإحساس بقرب الاجل و الخوف من الموت و الاحلام من اعراض الاكتئاب و القلق؟! و كيف يمكنني تخطي هذه المرحلة لان حياتي اصبحت جحيم	['A', 'B', 'D']
انا تشخصت مريض اكتئاب واتناول دواء باروكستين 20 واتفقت مع الدكتور علي التخلص منه تدريجيا وانا الان في أسبوعي الثالث من التخلص التدريجي الكتب اعاني من أعراض انسحاب ودوار وغثيان علما انني طالب جامعي وفي وقت امتحانات هل هناك ادوية تمنع تلك الأعراض وانا الان لا امتلك المال للكشف من حديد للدكتور	['B']
